Distance_(inches),Gray_Value
0.0000000,20
0.0016667,18
0.0033333,19
0.0050000,23
0.0066667,23
0.0083333,23
0.0100000,25
0.0116667,27
0.0133333,31
0.0150000,38
0.0166667,50
0.0183333,75
0.0200000,110
0.0216667,168
0.0233333,224
0.0250000,255
0.0266667,255
0.0283333,255
0.0300000,255
0.0316667,255
0.0333333,255
0.0350000,255
0.0366667,220
0.0383333,159
0.0400000,104
0.0416667,68
0.0433333,42
0.0450000,29
0.0466667,23
0.0483333,18
0.0500000,14
0.0516667,13
0.0533333,10
0.0550000,9
0.0566667,11
