Database Name	ODA
Database Location	http://localhost/ODA/OdaService.asmx
Evaluation Signature	66b73729-d719-4aba-a41b-e4b834cf5cf8
Plate Name	220602 ar jfx646 pcna mscarlet PACE MvR
Measurement	Measurement 1
Evaluation	Evaluation20

[Data]
Row	Column	Plane	Timepoint	Nuclei - Number of Objects	Nuclei Selected - Number of Objects	Number of Analyzed Fields	Height [µm]	Time [s]	Temperature	Target Temperature	CO2	Target CO2	Compound	Concentration	Cell Type	Cell Count	
4	6	2	11	516	73	10	-0.5	9899.404	0	37	0	5					
4	6	3	11	527	45	10	0	9899.404	0	37	0	5					
4	6	4	11	521	42	10	0.50000000000000011	9899.404	0	37	0	5					
4	6	5	11	516	30	10	1	9899.404	0	37	0	5					
4	6	6	11	525	42	10	1.4999999999999998	9899.404	0	37	0	5					
4	6	7	11	510	55	10	2.0000000000000004	9899.404	0	37	0	5					
4	6	8	11	528	96	10	2.5	9899.404	0	37	0	5					
4	7	1	11	366	89	10	-1	9898.92	0	37	0	5					
4	7	2	11	383	72	10	-0.5	9898.92	0	37	0	5					
4	7	3	11	397	63	10	0	9898.92	0	37	0	5					
4	7	4	11	389	48	10	0.50000000000000011	9898.92	0	37	0	5					
4	7	5	11	388	40	10	1	9898.92	0	37	0	5					
4	7	6	11	386	38	10	1.4999999999999998	9898.92	0	37	0	5					
4	7	7	11	370	40	10	2.0000000000000004	9898.92	0	37	0	5					
4	7	8	11	371	54	10	2.5	9898.92	0	37	0	5					
4	8	1	11	108	10	10	-1	9898.31	0	37	0	5					
4	8	2	11	112	18	10	-0.5	9898.31	0	37	0	5					
4	8	3	11	110	13	10	0	9898.31	0	37	0	5					
4	8	4	11	112	7	10	0.50000000000000011	9898.31	0	37	0	5					
4	8	5	11	115	13	10	1	9898.31	0	37	0	5					
4	8	6	11	127	9	10	1.4999999999999998	9898.31	0	37	0	5					
4	8	7	11	118	10	10	2.0000000000000004	9898.31	0	37	0	5					
4	8	8	11	114	11	10	2.5	9898.31	0	37	0	5					
4	5	1	12	398	43	10	-1	10800.93	0	37	0	5					
4	5	2	12	418	64	10	-0.5	10800.93	0	37	0	5					
4	5	3	12	430	57	10	0	10800.93	0	37	0	5					
4	5	4	12	457	39	10	0.50000000000000011	10800.93	0	37	0	5					
4	5	5	12	442	44	10	1	10800.93	0	37	0	5					
4	5	6	12	431	38	10	1.4999999999999998	10800.93	0	37	0	5					
4	5	7	12	424	53	10	2.0000000000000004	10800.93	0	37	0	5					
4	5	8	12	420	76	10	2.5	10800.93	0	37	0	5					
4	6	1	12	494	83	10	-1	10798.884	0	37	0	5					
4	6	2	12	491	67	10	-0.5	10798.884	0	37	0	5					
4	6	3	12	519	34	10	0	10798.884	0	37	0	5					
4	6	4	12	520	41	10	0.50000000000000011	10798.884	0	37	0	5					
4	6	5	12	522	44	10	1	10798.884	0	37	0	5					
4	6	6	12	521	52	10	1.4999999999999998	10798.884	0	37	0	5					
4	6	7	12	535	60	10	2.0000000000000004	10798.884	0	37	0	5					
4	6	8	12	525	96	10	2.5	10798.884	0	37	0	5					
4	7	1	12	369	91	10	-1	10798.369999999999	0	37	0	5					
4	7	2	12	393	83	10	-0.5	10798.369999999999	0	37	0	5					
4	7	3	12	382	59	10	0	10798.369999999999	0	37	0	5					
4	7	4	12	379	38	10	0.50000000000000011	10798.369999999999	0	37	0	5					
4	7	5	12	374	29	10	1	10798.369999999999	0	37	0	5					
4	7	6	12	373	30	10	1.4999999999999998	10798.369999999999	0	37	0	5					
4	7	7	12	369	33	10	2.0000000000000004	10798.369999999999	0	37	0	5					
4	7	8	12	368	50	10	2.5	10798.369999999999	0	37	0	5					
4	8	1	12	113	25	10	-1	10798.323	0	37	0	5					
4	8	2	12	108	21	10	-0.5	10798.323	0	37	0	5					
4	8	3	12	106	9	10	0	10798.323	0	37	0	5					
4	8	4	12	114	9	10	0.50000000000000011	10798.323	0	37	0	5					
4	8	5	12	115	12	10	1	10798.323	0	37	0	5					
4	8	6	12	116	14	10	1.4999999999999998	10798.323	0	37	0	5					
4	8	7	12	116	8	10	2.0000000000000004	10798.323	0	37	0	5					
4	8	8	12	116	10	10	2.5	10798.323	0	37	0	5					
4	5	1	13	403	58	10	-1	11701.364	0	37	0	5					
4	5	2	13	420	62	10	-0.5	11701.364	0	37	0	5					
4	5	3	13	449	62	10	0	11701.364	0	37	0	5					
4	5	4	13	438	41	10	0.50000000000000011	11701.364	0	37	0	5					
4	5	5	13	437	34	10	1	11701.364	0	37	0	5					
4	5	6	13	436	40	10	1.4999999999999998	11701.364	0	37	0	5					
4	5	7	13	415	42	10	2.0000000000000004	11701.364	0	37	0	5					
4	5	8	13	419	70	10	2.5	11701.364	0	37	0	5					
4	6	1	13	486	104	10	-1	11699.317	0	37	0	5					
4	6	2	13	495	63	10	-0.5	11699.317	0	37	0	5					
4	6	3	13	510	38	10	0	11699.317	0	37	0	5					
4	6	4	13	523	35	10	0.50000000000000011	11699.317	0	37	0	5					
4	6	5	13	527	40	10	1	11699.317	0	37	0	5					
4	6	6	13	517	33	10	1.4999999999999998	11699.317	0	37	0	5					
4	6	7	13	517	49	10	2.0000000000000004	11699.317	0	37	0	5					
4	6	8	13	510	67	10	2.5	11699.317	0	37	0	5					
4	7	1	13	365	83	10	-1	11698.82	0	37	0	5					
4	7	2	13	369	55	10	-0.5	11698.82	0	37	0	5					
4	7	3	13	357	33	10	0	11698.82	0	37	0	5					
4	7	4	13	374	35	10	0.50000000000000011	11698.82	0	37	0	5					
4	7	5	13	374	31	10	1	11698.82	0	37	0	5					
4	7	6	13	361	29	10	1.4999999999999998	11698.82	0	37	0	5					
4	7	7	13	370	29	10	2.0000000000000004	11698.82	0	37	0	5					
4	7	8	13	365	49	10	2.5	11698.82	0	37	0	5					
4	8	1	13	106	19	10	-1	11697.01	0	37	0	5					
4	8	2	13	111	16	10	-0.5	11697.01	0	37	0	5					
4	8	3	13	113	13	10	0	11697.01	0	37	0	5					
4	8	4	13	114	12	10	0.50000000000000011	11697.01	0	37	0	5					
4	8	5	13	119	14	10	1	11697.01	0	37	0	5					
4	8	6	13	113	7	10	1.4999999999999998	11697.01	0	37	0	5					
4	8	7	13	116	12	10	2.0000000000000004	11697.01	0	37	0	5					
4	8	8	13	113	12	10	2.5	11697.01	0	37	0	5					
4	5	1	14	421	83	10	-1	12601.796999999999	0	37	0	5					
4	5	2	14	424	51	10	-0.5	12601.796999999999	0	37	0	5					
4	5	3	14	443	47	10	0	12601.796999999999	0	37	0	5					
4	5	4	14	449	46	10	0.50000000000000011	12601.796999999999	0	37	0	5					
4	5	5	14	425	32	10	1	12601.796999999999	0	37	0	5					
4	5	6	14	431	36	10	1.4999999999999998	12601.796999999999	0	37	0	5					
4	5	7	14	423	50	10	2.0000000000000004	12601.796999999999	0	37	0	5					
4	5	8	14	410	65	10	2.5	12601.796999999999	0	37	0	5					
4	6	1	14	487	82	10	-1	12600.75	0	37	0	5					
4	6	2	14	502	65	10	-0.5	12600.75	0	37	0	5					
4	6	3	14	530	55	10	0	12600.75	0	37	0	5					
4	6	4	14	516	33	10	0.50000000000000011	12600.75	0	37	0	5					
4	6	5	14	518	46	10	1	12600.75	0	37	0	5					
4	6	6	14	508	57	10	1.4999999999999998	12600.75	0	37	0	5					
4	6	7	14	513	69	10	2.0000000000000004	12600.75	0	37	0	5					
4	6	8	14	510	88	10	2.5	12600.75	0	37	0	5					
4	7	1	14	355	88	10	-1	12601.08	0	37	0	5					
4	7	2	14	356	51	10	-0.5	12601.08	0	37	0	5					
4	7	3	14	367	30	10	0	12601.08	0	37	0	5					
4	7	4	14	376	41	10	0.50000000000000011	12601.08	0	37	0	5					
4	7	5	14	365	30	10	1	12601.08	0	37	0	5					
4	7	6	14	360	29	10	1.4999999999999998	12601.08	0	37	0	5					
4	7	7	14	378	46	10	2.0000000000000004	12601.08	0	37	0	5					
4	7	8	14	374	42	10	2.5	12601.08	0	37	0	5					
4	8	1	14	106	14	10	-1	12599.502999999999	0	37	0	5					
4	8	2	14	113	11	10	-0.5	12599.502999999999	0	37	0	5					
4	8	3	14	116	13	10	0	12599.502999999999	0	37	0	5					
4	8	4	14	117	10	10	0.50000000000000011	12599.502999999999	0	37	0	5					
4	8	5	14	116	9	10	1	12599.502999999999	0	37	0	5					
4	8	6	14	113	9	10	1.4999999999999998	12599.502999999999	0	37	0	5					
4	8	7	14	116	11	10	2.0000000000000004	12599.502999999999	0	37	0	5					
4	8	8	14	115	19	10	2.5	12599.502999999999	0	37	0	5					
4	5	1	15	421	71	10	-1	13501.214	0	37	0	5					
4	5	2	15	429	57	10	-0.5	13501.214	0	37	0	5					
4	5	3	15	443	42	10	0	13501.214	0	37	0	5					
4	5	4	15	445	44	10	0.50000000000000011	13501.214	0	37	0	5					
4	5	5	15	441	42	10	1	13501.214	0	37	0	5					
4	5	6	15	424	41	10	1.4999999999999998	13501.214	0	37	0	5					
4	5	7	15	416	66	10	2.0000000000000004	13501.214	0	37	0	5					
4	5	8	15	412	68	10	2.5	13501.214	0	37	0	5					
4	6	1	15	487	94	10	-1	13499.25	0	37	0	5					
4	6	2	15	505	61	10	-0.5	13499.25	0	37	0	5					
4	6	3	15	515	46	10	0	13499.25	0	37	0	5					
4	6	4	15	511	38	10	0.50000000000000011	13499.25	0	37	0	5					
4	6	5	15	506	36	10	1	13499.25	0	37	0	5					
4	6	6	15	502	41	10	1.4999999999999998	13499.25	0	37	0	5					
4	6	7	15	493	48	10	2.0000000000000004	13499.25	0	37	0	5					
4	6	8	15	504	81	10	2.5	13499.25	0	37	0	5					
4	7	1	15	361	92	10	-1	13498.75	0	37	0	5					
4	7	2	15	371	58	10	-0.5	13498.75	0	37	0	5					
4	7	3	15	355	44	10	0	13498.75	0	37	0	5					
4	7	4	15	372	38	10	0.50000000000000011	13498.75	0	37	0	5					
4	7	5	15	371	34	10	1	13498.75	0	37	0	5					
4	7	6	15	361	29	10	1.4999999999999998	13498.75	0	37	0	5					
4	7	7	15	366	31	10	2.0000000000000004	13498.75	0	37	0	5					
4	7	8	15	366	49	10	2.5	13498.75	0	37	0	5					
4	8	1	15	108	16	10	-1	13497.689999999999	0	37	0	5					
4	8	2	15	102	11	10	-0.5	13497.689999999999	0	37	0	5					
4	8	3	15	117	9	10	0	13497.689999999999	0	37	0	5					
4	8	4	15	114	15	10	0.50000000000000011	13497.689999999999	0	37	0	5					
4	8	5	15	121	14	10	1	13497.689999999999	0	37	0	5					
4	8	6	15	120	13	10	1.4999999999999998	13497.689999999999	0	37	0	5					
4	8	7	15	120	12	10	2.0000000000000004	13497.689999999999	0	37	0	5					
4	8	8	15	122	27	10	2.5	13497.689999999999	0	37	0	5					
4	5	1	16	398	81	10	-1	14401.65	0	37	0	5					
4	5	2	16	416	63	10	-0.5	14401.65	0	37	0	5					
4	5	3	16	424	53	10	0	14401.65	0	37	0	5					
4	5	4	16	434	41	10	0.50000000000000011	14401.65	0	37	0	5					
4	5	5	16	416	37	10	1	14401.65	0	37	0	5					
4	5	6	16	414	36	10	1.4999999999999998	14401.65	0	37	0	5					
4	5	7	16	419	46	10	2.0000000000000004	14401.65	0	37	0	5					
4	5	8	16	404	71	10	2.5	14401.65	0	37	0	5					
4	6	1	16	478	105	10	-1	14399.619999999999	0	37	0	5					
4	6	2	16	484	61	10	-0.5	14399.619999999999	0	37	0	5					
4	6	3	16	516	46	10	0	14399.619999999999	0	37	0	5					
4	6	4	16	508	37	10	0.50000000000000011	14399.619999999999	0	37	0	5					
4	6	5	16	513	35	10	1	14399.619999999999	0	37	0	5					
4	6	6	16	512	44	10	1.4999999999999998	14399.619999999999	0	37	0	5					
4	6	7	16	494	55	10	2.0000000000000004	14399.619999999999	0	37	0	5					
4	6	8	16	504	85	10	2.5	14399.619999999999	0	37	0	5					
4	7	1	16	342	85	10	-1	14401.027	0	37	0	5					
4	7	2	16	366	71	10	-0.5	14401.027	0	37	0	5					
4	7	3	16	377	47	10	0	14401.027	0	37	0	5					
4	7	4	16	350	25	10	0.50000000000000011	14401.027	0	37	0	5					
4	7	5	16	360	32	10	1	14401.027	0	37	0	5					
4	7	6	16	359	31	10	1.4999999999999998	14401.027	0	37	0	5					
4	7	7	16	366	39	10	2.0000000000000004	14401.027	0	37	0	5					
4	7	8	16	362	54	10	2.5	14401.027	0	37	0	5					
4	8	1	16	107	19	10	-1	14399.48	0	37	0	5					
4	8	2	16	103	14	10	-0.5	14399.48	0	37	0	5					
4	8	3	16	113	11	10	0	14399.48	0	37	0	5					
4	8	4	16	117	17	10	0.50000000000000011	14399.48	0	37	0	5					
4	8	5	16	117	15	10	1	14399.48	0	37	0	5					
4	8	6	16	127	17	10	1.4999999999999998	14399.48	0	37	0	5					
4	8	7	16	126	15	10	2.0000000000000004	14399.48	0	37	0	5					
4	8	8	16	117	11	10	2.5	14399.48	0	37	0	5					
4	5	1	17	395	74	10	-1	15301.07	0	37	0	5					
4	5	2	17	413	70	10	-0.5	15301.07	0	37	0	5					
4	5	3	17	422	47	10	0	15301.07	0	37	0	5					
4	5	4	17	422	43	10	0.50000000000000011	15301.07	0	37	0	5					
4	5	5	17	420	42	10	1	15301.07	0	37	0	5					
4	5	6	17	409	35	10	1.4999999999999998	15301.07	0	37	0	5					
4	5	7	17	405	41	10	2.0000000000000004	15301.07	0	37	0	5					
4	5	8	17	403	70	10	2.5	15301.07	0	37	0	5					
4	6	1	17	485	102	10	-1	15299.039999999999	0	37	0	5					
4	6	2	17	497	67	10	-0.5	15299.039999999999	0	37	0	5					
4	6	3	17	499	50	10	0	15299.039999999999	0	37	0	5					
4	6	4	17	506	41	10	0.50000000000000011	15299.039999999999	0	37	0	5					
4	6	5	17	491	29	10	1	15299.039999999999	0	37	0	5					
4	6	6	17	501	36	10	1.4999999999999998	15299.039999999999	0	37	0	5					
4	6	7	17	509	72	10	2.0000000000000004	15299.039999999999	0	37	0	5					
4	6	8	17	504	85	10	2.5	15299.039999999999	0	37	0	5					
4	7	1	17	356	90	10	-1	15298.543	0	37	0	5					
4	7	2	17	379	70	10	-0.5	15298.543	0	37	0	5					
4	7	3	17	367	46	10	0	15298.543	0	37	0	5					
4	7	4	17	370	30	10	0.50000000000000011	15298.543	0	37	0	5					
4	7	5	17	355	30	10	1	15298.543	0	37	0	5					
4	7	6	17	358	38	10	1.4999999999999998	15298.543	0	37	0	5					
4	7	7	17	373	37	10	2.0000000000000004	15298.543	0	37	0	5					
4	7	8	17	362	56	10	2.5	15298.543	0	37	0	5					
4	8	1	17	115	13	10	-1	15296.746	0	37	0	5					
4	8	2	17	116	14	10	-0.5	15296.746	0	37	0	5					
4	8	3	17	121	13	10	0	15296.746	0	37	0	5					
4	8	4	17	122	12	10	0.50000000000000011	15296.746	0	37	0	5					
4	8	5	17	123	13	10	1	15296.746	0	37	0	5					
4	8	6	17	116	6	10	1.4999999999999998	15296.746	0	37	0	5					
4	8	7	17	120	13	10	2.0000000000000004	15296.746	0	37	0	5					
4	8	8	17	121	27	10	2.5	15296.746	0	37	0	5					
4	5	1	18	390	71	10	-1	16201.503999999999	0	37	0	5					
4	5	2	18	401	68	10	-0.5	16201.503999999999	0	37	0	5					
4	5	3	18	407	50	10	0	16201.503999999999	0	37	0	5					
4	5	4	18	414	40	10	0.50000000000000011	16201.503999999999	0	37	0	5					
4	5	5	18	423	46	10	1	16201.503999999999	0	37	0	5					
4	5	6	18	419	41	10	1.4999999999999998	16201.503999999999	0	37	0	5					
4	5	7	18	401	50	10	2.0000000000000004	16201.503999999999	0	37	0	5					
4	5	8	18	393	57	10	2.5	16201.503999999999	0	37	0	5					
4	6	1	18	473	112	10	-1	16199.427	0	37	0	5					
4	6	2	18	484	69	10	-0.5	16199.427	0	37	0	5					
4	6	3	18	502	59	10	0	16199.427	0	37	0	5					
4	6	4	18	484	36	10	0.50000000000000011	16199.427	0	37	0	5					
4	6	5	18	491	40	10	1	16199.427	0	37	0	5					
4	6	6	18	490	31	10	1.4999999999999998	16199.427	0	37	0	5					
4	6	7	18	496	58	10	2.0000000000000004	16199.427	0	37	0	5					
4	6	8	18	490	81	10	2.5	16199.427	0	37	0	5					
4	7	1	18	344	79	10	-1	16198.912999999999	0	37	0	5					
4	7	2	18	358	56	10	-0.5	16198.912999999999	0	37	0	5					
4	7	3	18	362	50	10	0	16198.912999999999	0	37	0	5					
4	7	4	18	362	32	10	0.50000000000000011	16198.912999999999	0	37	0	5					
4	7	5	18	371	34	10	1	16198.912999999999	0	37	0	5					
4	7	6	18	358	28	10	1.4999999999999998	16198.912999999999	0	37	0	5					
4	7	7	18	357	36	10	2.0000000000000004	16198.912999999999	0	37	0	5					
4	7	8	18	363	41	10	2.5	16198.912999999999	0	37	0	5					
4	8	1	18	113	22	10	-1	16197.196	0	37	0	5					
4	8	2	18	113	10	10	-0.5	16197.196	0	37	0	5					
4	8	3	18	119	12	10	0	16197.196	0	37	0	5					
4	8	4	18	121	13	10	0.50000000000000011	16197.196	0	37	0	5					
4	8	5	18	119	11	10	1	16197.196	0	37	0	5					
4	8	6	18	118	7	10	1.4999999999999998	16197.196	0	37	0	5					
4	8	7	18	124	12	10	2.0000000000000004	16197.196	0	37	0	5					
4	8	8	18	128	18	10	2.5	16197.196	0	37	0	5					
4	5	1	19	397	73	10	-1	17100.924	0	37	0	5					
4	5	2	19	402	76	10	-0.5	17100.924	0	37	0	5					
4	5	3	19	415	55	10	0	17100.924	0	37	0	5					
4	5	4	19	424	42	10	0.50000000000000011	17100.924	0	37	0	5					
4	5	5	19	410	37	10	1	17100.924	0	37	0	5					
4	5	6	19	424	55	10	1.4999999999999998	17100.924	0	37	0	5					
4	5	7	19	414	47	10	2.0000000000000004	17100.924	0	37	0	5					
4	5	8	19	405	65	10	2.5	17100.924	0	37	0	5					
4	6	1	19	476	106	10	-1	17099.484	0	37	0	5					
4	6	2	19	476	79	10	-0.5	17099.484	0	37	0	5					
4	6	3	19	483	47	10	0	17099.484	0	37	0	5					
4	6	4	19	491	44	10	0.50000000000000011	17099.484	0	37	0	5					
4	6	5	19	490	32	10	1	17099.484	0	37	0	5					
4	6	6	19	479	35	10	1.4999999999999998	17099.484	0	37	0	5					
4	6	7	19	478	46	10	2.0000000000000004	17099.484	0	37	0	5					
4	6	8	19	498	85	10	2.5	17099.484	0	37	0	5					
4	7	1	19	357	101	10	-1	17098.957	0	37	0	5					
4	7	2	19	374	61	10	-0.5	17098.957	0	37	0	5					
4	7	3	19	360	50	10	0	17098.957	0	37	0	5					
4	7	4	19	375	39	10	0.50000000000000011	17098.957	0	37	0	5					
4	7	5	19	371	34	10	1	17098.957	0	37	0	5					
4	7	6	19	374	32	10	1.4999999999999998	17098.957	0	37	0	5					
4	7	7	19	367	33	10	2.0000000000000004	17098.957	0	37	0	5					
4	7	8	19	365	59	10	2.5	17098.957	0	37	0	5					
4	8	1	19	117	28	10	-1	17097.443	0	37	0	5					
4	8	2	19	117	15	10	-0.5	17097.443	0	37	0	5					
4	8	3	19	120	13	10	0	17097.443	0	37	0	5					
4	8	4	19	122	13	10	0.50000000000000011	17097.443	0	37	0	5					
4	8	5	19	123	12	10	1	17097.443	0	37	0	5					
4	8	6	19	119	8	10	1.4999999999999998	17097.443	0	37	0	5					
4	8	7	19	124	12	10	2.0000000000000004	17097.443	0	37	0	5					
4	8	8	19	127	17	10	2.5	17097.443	0	37	0	5					
4	5	1	20	388	76	10	-1	18001.354	0	37	0	5					
4	5	2	20	407	69	10	-0.5	18001.354	0	37	0	5					
4	5	3	20	404	40	10	0	18001.354	0	37	0	5					
4	5	4	20	408	29	10	0.50000000000000011	18001.354	0	37	0	5					
4	5	5	20	428	38	10	1	18001.354	0	37	0	5					
4	5	6	20	421	39	10	1.4999999999999998	18001.354	0	37	0	5					
4	5	7	20	416	51	10	2.0000000000000004	18001.354	0	37	0	5					
4	5	8	20	410	70	10	2.5	18001.354	0	37	0	5					
4	6	1	20	458	83	10	-1	17999.293999999998	0	37	0	5					
4	6	2	20	480	65	10	-0.5	17999.293999999998	0	37	0	5					
4	6	3	20	482	46	10	0	17999.293999999998	0	37	0	5					
4	6	4	20	482	43	10	0.50000000000000011	17999.293999999998	0	37	0	5					
4	6	5	20	479	33	10	1	17999.293999999998	0	37	0	5					
4	6	6	20	488	43	10	1.4999999999999998	17999.293999999998	0	37	0	5					
4	6	7	20	487	43	10	2.0000000000000004	17999.293999999998	0	37	0	5					
4	6	8	20	497	74	10	2.5	17999.293999999998	0	37	0	5					
4	7	1	20	350	87	10	-1	17998.737	0	37	0	5					
4	7	2	20	367	70	10	-0.5	17998.737	0	37	0	5					
4	7	3	20	367	55	10	0	17998.737	0	37	0	5					
4	7	4	20	368	41	10	0.50000000000000011	17998.737	0	37	0	5					
4	7	5	20	352	33	10	1	17998.737	0	37	0	5					
4	7	6	20	370	42	10	1.4999999999999998	17998.737	0	37	0	5					
4	7	7	20	368	35	10	2.0000000000000004	17998.737	0	37	0	5					
4	7	8	20	350	55	10	2.5	17998.737	0	37	0	5					
4	8	1	20	114	16	10	-1	17996.969999999998	0	37	0	5					
4	8	2	20	116	17	10	-0.5	17996.969999999998	0	37	0	5					
4	8	3	20	110	12	10	0	17996.969999999998	0	37	0	5					
4	8	4	20	114	14	10	0.50000000000000011	17996.969999999998	0	37	0	5					
4	8	5	20	120	10	10	1	17996.969999999998	0	37	0	5					
4	8	6	20	125	20	10	1.4999999999999998	17996.969999999998	0	37	0	5					
4	8	7	20	126	20	10	2.0000000000000004	17996.969999999998	0	37	0	5					
4	8	8	20	123	22	10	2.5	17996.969999999998	0	37	0	5					
4	5	1	21	387	75	10	-1	18901.79	0	37	0	5					
4	5	2	21	407	73	10	-0.5	18901.79	0	37	0	5					
4	5	3	21	412	50	10	0	18901.79	0	37	0	5					
4	5	4	21	405	32	10	0.50000000000000011	18901.79	0	37	0	5					
4	5	5	21	401	33	10	1	18901.79	0	37	0	5					
4	5	6	21	409	48	10	1.4999999999999998	18901.79	0	37	0	5					
4	5	7	21	395	52	10	2.0000000000000004	18901.79	0	37	0	5					
4	5	8	21	404	83	10	2.5	18901.79	0	37	0	5					
4	6	1	21	468	103	10	-1	18899.76	0	37	0	5					
4	6	2	21	477	79	10	-0.5	18899.76	0	37	0	5					
4	6	3	21	487	57	10	0	18899.76	0	37	0	5					
4	6	4	21	485	40	10	0.50000000000000011	18899.76	0	37	0	5					
4	6	5	21	477	33	10	1	18899.76	0	37	0	5					
4	6	6	21	487	44	10	1.4999999999999998	18899.76	0	37	0	5					
4	6	7	21	495	60	10	2.0000000000000004	18899.76	0	37	0	5					
4	6	8	21	490	67	10	2.5	18899.76	0	37	0	5					
4	7	1	21	350	91	10	-1	18901.197	0	37	0	5					
4	7	2	21	365	61	10	-0.5	18901.197	0	37	0	5					
4	7	3	21	382	46	10	0	18901.197	0	37	0	5					
4	7	4	21	345	24	10	0.50000000000000011	18901.197	0	37	0	5					
4	7	5	21	355	34	10	1	18901.197	0	37	0	5					
4	7	6	21	366	44	10	1.4999999999999998	18901.197	0	37	0	5					
4	7	7	21	352	40	10	2.0000000000000004	18901.197	0	37	0	5					
4	7	8	21	352	61	10	2.5	18901.197	0	37	0	5					
4	8	1	21	109	16	10	-1	18899.59	0	37	0	5					
4	8	2	21	107	12	10	-0.5	18899.59	0	37	0	5					
4	8	3	21	110	18	10	0	18899.59	0	37	0	5					
4	8	4	21	111	12	10	0.50000000000000011	18899.59	0	37	0	5					
4	8	5	21	112	9	10	1	18899.59	0	37	0	5					
4	8	6	21	119	13	10	1.4999999999999998	18899.59	0	37	0	5					
4	8	7	21	120	13	10	2.0000000000000004	18899.59	0	37	0	5					
4	8	8	21	123	13	10	2.5	18899.59	0	37	0	5					
4	5	1	22	400	89	10	-1	19801.207	0	37	0	5					
4	5	2	22	412	60	10	-0.5	19801.207	0	37	0	5					
4	5	3	22	415	45	10	0	19801.207	0	37	0	5					
4	5	4	22	411	38	10	0.50000000000000011	19801.207	0	37	0	5					
4	5	5	22	402	30	10	1	19801.207	0	37	0	5					
4	5	6	22	405	39	10	1.4999999999999998	19801.207	0	37	0	5					
4	5	7	22	407	48	10	2.0000000000000004	19801.207	0	37	0	5					
4	5	8	22	408	76	10	2.5	19801.207	0	37	0	5					
4	6	1	22	467	116	10	-1	19799.18	0	37	0	5					
4	6	2	22	485	80	10	-0.5	19799.18	0	37	0	5					
4	6	3	22	487	60	10	0	19799.18	0	37	0	5					
4	6	4	22	484	50	10	0.50000000000000011	19799.18	0	37	0	5					
4	6	5	22	488	45	10	1	19799.18	0	37	0	5					
4	6	6	22	490	54	10	1.4999999999999998	19799.18	0	37	0	5					
4	6	7	22	487	48	10	2.0000000000000004	19799.18	0	37	0	5					
4	6	8	22	479	66	10	2.5	19799.18	0	37	0	5					
4	7	1	22	337	90	10	-1	19798.727	0	37	0	5					
4	7	2	22	356	57	10	-0.5	19798.727	0	37	0	5					
4	7	3	22	379	59	10	0	19798.727	0	37	0	5					
4	7	4	22	360	38	10	0.50000000000000011	19798.727	0	37	0	5					
4	7	5	22	367	36	10	1	19798.727	0	37	0	5					
4	7	6	22	345	40	10	1.4999999999999998	19798.727	0	37	0	5					
4	7	7	22	348	51	10	2.0000000000000004	19798.727	0	37	0	5					
4	7	8	22	347	53	10	2.5	19798.727	0	37	0	5					
4	8	1	22	109	15	10	-1	19797.01	0	37	0	5					
4	8	2	22	113	11	10	-0.5	19797.01	0	37	0	5					
4	8	3	22	111	14	10	0	19797.01	0	37	0	5					
4	8	4	22	119	12	10	0.50000000000000011	19797.01	0	37	0	5					
4	8	5	22	119	10	10	1	19797.01	0	37	0	5					
4	8	6	22	116	6	10	1.4999999999999998	19797.01	0	37	0	5					
4	8	7	22	120	11	10	2.0000000000000004	19797.01	0	37	0	5					
4	8	8	22	120	18	10	2.5	19797.01	0	37	0	5					
4	5	1	23	388	73	10	-1	20701.657	0	37	0	5					
4	5	2	23	398	51	10	-0.5	20701.657	0	37	0	5					
4	5	3	23	394	46	10	0	20701.657	0	37	0	5					
4	5	4	23	404	43	10	0.50000000000000011	20701.657	0	37	0	5					
4	5	5	23	412	40	10	1	20701.657	0	37	0	5					
4	5	6	23	412	48	10	1.4999999999999998	20701.657	0	37	0	5					
4	5	7	23	412	58	10	2.0000000000000004	20701.657	0	37	0	5					
4	5	8	23	400	73	10	2.5	20701.657	0	37	0	5					
4	6	1	23	474	111	10	-1	20699.644	0	37	0	5					
4	6	2	23	476	75	10	-0.5	20699.644	0	37	0	5					
4	6	3	23	486	73	10	0	20699.644	0	37	0	5					
4	6	4	23	491	53	10	0.50000000000000011	20699.644	0	37	0	5					
4	6	5	23	494	46	10	1	20699.644	0	37	0	5					
4	6	6	23	495	52	10	1.4999999999999998	20699.644	0	37	0	5					
4	6	7	23	478	55	10	2.0000000000000004	20699.644	0	37	0	5					
4	6	8	23	482	66	10	2.5	20699.644	0	37	0	5					
4	7	1	23	353	72	10	-1	20699.117	0	37	0	5					
4	7	2	23	355	65	10	-0.5	20699.117	0	37	0	5					
4	7	3	23	359	52	10	0	20699.117	0	37	0	5					
4	7	4	23	359	36	10	0.50000000000000011	20699.117	0	37	0	5					
4	7	5	23	355	41	10	1	20699.117	0	37	0	5					
4	7	6	23	345	40	10	1.4999999999999998	20699.117	0	37	0	5					
4	7	7	23	346	52	10	2.0000000000000004	20699.117	0	37	0	5					
4	7	8	23	345	53	10	2.5	20699.117	0	37	0	5					
4	8	1	23	111	20	10	-1	20698.472999999998	0	37	0	5					
4	8	2	23	109	13	10	-0.5	20698.472999999998	0	37	0	5					
4	8	3	23	113	14	10	0	20698.472999999998	0	37	0	5					
4	8	4	23	119	15	10	0.50000000000000011	20698.472999999998	0	37	0	5					
4	8	5	23	114	11	10	1	20698.472999999998	0	37	0	5					
