,Row,Column,Plane,Timepoint,Field,Object No,X,Y,Bounding Box,Position X [µm],Position Y [µm],coloc AR - Relative Spot  Intensity,coloc AR - Corrected Spot  Intensity,coloc AR - Uncorrected Spot  Peak Intensity,coloc AR - Spot Contrast,coloc AR - Spot Background Intensity,coloc AR - Spot Area [px²],coloc AR - Region Intensity,coloc AR - Spot To Region Intensity,coloc AR - Object No in Clustered Nuclei w/o Border Round Selected,coloc AR - Object No in Spots AR,predicted_clc,cluster_id,cluster_size,nucleus_id
2899,4,8,4,26,9,1,126,1678,"[121,1673,133,1684]",-786.6,-88.36,0.0438947009096,25.7176470588,657,0.0795476512662,560.176470588,85,482.426669066,1.21447290379,7,25,1,0,66,0
2904,4,8,7,28,8,2,378,1967,"[374,1962,385,1973]",-749.25,191.8,0.040585,27.0323,756,0.0838459,639.032,93,529.21,1.2586,6,19,1,0,66,0
2928,4,8,5,1,2,4,666,658,"[661,653,672,664]",-706.83,707.95,0.0321466,23.25,833,0.086758,700.0,84,596.035,1.21343,2,33,1,0,66,0
2967,4,8,3,1,11,2,670,497,"[667,493,679,500]",-705.97,-236.92,0.0357438,36.1077,1132,0.0749873,974.071,67,757.101,1.33427,3,88,1,0,66,0
2968,4,8,3,1,11,3,668,548,"[663,544,671,555]",-706.67,-244.59,0.0350069,33.524,1072,0.0740862,924.115,61,757.101,1.26488,3,96,1,0,66,0
2989,4,8,4,2,4,1,1926,820,"[1923,817,1930,824]",125.11,684.07,0.0338838,30.0429,977,0.0656632,856.6,56,699.203,1.26808,1,25,1,0,66,0
3033,4,8,8,25,8,1,662,470,"[658,466,667,474]",-707.41,413.02,0.0254528,26.735,1135,0.051588,1023.64,56,828.785,1.26737,2,3,1,0,66,0
3045,4,8,6,38,1,3,695,1925,"[691,1920,701,1930]",-56.69,198.07,0.0418695,22.6119,612,0.0837186,517.444,71,476.568,1.13322,7,23,1,0,66,0
3061,4,8,8,0,9,1,966,223,"[963,219,974,227]",-662.35,126.41,0.0286179,57.5079,2173,0.0535758,1952.0,63,1679.29,1.19664,1,6,1,76,2,1
3063,4,8,8,0,9,3,963,304,"[960,299,969,311]",-662.95,114.42,0.0265496,57.5437,2421,0.0686708,2109.86,69,1679.29,1.29067,1,20,1,0,66,0
3083,4,8,6,1,9,2,1023,279,"[1019,274,1026,285]",-654.16,118.09,0.0455864,50.2218,1250,0.0862663,1051.46,60,1131.57,0.97359,1,25,1,0,66,0
3100,4,8,5,1,9,2,182,173,"[179,170,186,179]",-778.33,133.77,0.0573815,51.8829,1056,0.106749,852.292,63,675.098,1.33932,1,14,1,0,66,0
3130,4,8,6,31,10,1,426,1744,"[423,1741,430,1749]",-419.38,-98.27,0.0478885827065,25.2156862745,601,0.0904142727548,501.333333333,51,505.064322391,1.04253853671,7,17,1,0,66,0
3148,4,8,9,53,9,2,1835,1911,"[1830,1906,1841,1918]",-534.15,-123.03,0.11301,93.0714,1037,0.173409,730.5,119,626.931,1.31365,7,13,1,55,2,3
3180,4,8,8,51,9,1,1794,1906,"[1791,1903,1801,1915]",-539.97,-122.5,0.032522925997,21.7857142857,774,0.0885529157667,648.071428571,77,542.324613192,1.23515902941,8,19,1,70,1,5
3211,4,8,7,45,7,2,1961,144,"[1955,138,1968,151]",-192.67,461.07,0.120502,81.8738,845,0.171522,597.568,145,472.092,1.43922,1,3,1,107,16,22
3216,4,8,2,26,4,1,1856,323,"[1855,322,1857,325]",114.71,757.53,0.156474556387,133.375,1786,0.425948103792,719.0,8,329.571369083,2.58631386085,3,10,1,0,66,0
3225,4,8,6,30,8,1,1222,1980,"[1218,1979,1223,1984]",-624.93,189.72,0.106635,46.267,790,0.341694,387.615,17,342.572,1.26654,7,20,1,0,66,0
3227,4,8,6,30,8,3,371,1954,"[365,1950,378,1961]",-750.49,193.53,0.0414862,24.7203,694,0.0971057,571.147,98,521.858,1.14182,8,25,1,0,66,0
3241,4,8,6,12,5,1,1055,918,"[1051,916,1059,922]",319.31,669.55,0.0346463,25.1963,835,0.0864985,702.048,41,592.363,1.2277,1,1,1,0,66,0
3257,4,8,9,41,7,1,1962,150,"[1957,146,1967,153]",-192.53,460.3,0.0345673,25.6693,824,0.069491,716.92,56,541.125,1.37231,1,4,1,0,66,0
3265,4,8,9,56,5,2,753,675,"[746,669,760,683]",274.65,705.3,0.0666345,52.0754,906,0.107964,729.432,128,634.628,1.23144,1,5,1,58,1,10
3274,4,8,7,44,7,1,1958,144,"[1950,138,1966,150]",-193.18,461.12,0.100734129658,60.7626841244,786,0.183346522805,542.435897436,141,455.630246797,1.32387738918,1,2,1,107,16,22
3301,4,8,4,2,2,1,442,1281,"[437,1276,448,1291]",-739.89,615.72,0.0465137762309,31.5971659919,796,0.102714132079,647.710526316,104,590.515674146,1.15036352471,1,7,1,0,66,0
3317,4,8,3,43,8,1,329,469,"[325,465,334,475]",-756.58,412.98,0.0670452262989,31.6894778481,549,0.109125919379,440.96875,79,398.284710606,1.1867345526,2,6,1,0,66,0
3358,4,8,9,45,7,1,1960,140,"[1955,135,1969,148]",-192.4,461.49,0.0522417,37.6025,838,0.102503,682.178,132,570.321,1.26206,1,2,1,107,16,22
