,Row,Column,Plane,Timepoint,Field,Object No,X,Y,Bounding Box,Position X [µm],Position Y [µm],coloc AR - Relative Spot  Intensity,coloc AR - Corrected Spot  Intensity,coloc AR - Uncorrected Spot  Peak Intensity,coloc AR - Spot Contrast,coloc AR - Spot Background Intensity,coloc AR - Spot Area [px²],coloc AR - Region Intensity,coloc AR - Spot To Region Intensity,coloc AR - Object No in Clustered Nuclei w/o Border Round Selected,coloc AR - Object No in Spots AR
2149,4,6,5,15,9,1,435,1916,"[432,1912,438,1920]",-741.07,-123.59,0.0316269245734,13.5476190476,479,0.0718167288226,414.80952381,42,372.094128909,1.15120640069,3,8
2150,4,6,5,0,8,1,1803,1700,"[1795,1695,1808,1705]",-539.19,231.26,0.0288062,31.2753,1249,0.0844654,1054.44,84,885.929,1.22551,3,89
2151,4,6,5,0,8,2,1779,1742,"[1772,1734,1784,1747]",-542.59,225.21,0.0774925,73.5426,1172,0.144819,875.486,106,885.929,1.07122,3,102
2152,4,6,5,0,8,3,1865,1748,"[1861,1744,1870,1756]",-529.76,223.9,0.0446577,47.0444,1209,0.0914508,1006.4,72,885.929,1.18908,3,104
2153,4,6,5,0,8,4,1872,1760,"[1869,1757,1875,1764]",-528.8,222.35,0.0343652,26.8744,920,0.0984091,755.15,41,885.929,0.882717,3,108
2154,4,6,7,5,8,1,69,471,"[65,468,75,476]",-795.04,412.6,0.0306239254858,41.880952381,1491,0.0586825638674,1325.70833333,56,1296.8716201,1.05452942644,1,3
2155,4,6,3,29,8,1,973,230,"[971,227,977,232]",-661.41,448.4,0.0268496,10.0444,414,0.0641914,364.056,30,373.111,1.00265,2,2
2156,4,6,3,29,8,2,490,663,"[485,658,494,666]",-732.99,384.61,0.0287392,19.0735,752,0.076901,644.6,49,539.251,1.23073,5,10
2157,4,6,7,39,11,1,1720,736,"[1717,733,1723,741]",-551.16,-272.31,0.0252258933982,8.66149068323,402,0.0913597733711,334.695652174,42,366.208315808,0.937600617013,2,1
2158,4,6,6,59,4,1,908,348,"[905,345,915,352]",-25.04,753.76,0.0299697037344,19.1787755102,706,0.0642467364105,620.76,49,551.822874074,1.15968149487,1,1
2159,4,6,7,51,3,1,195,525,"[191,519,200,531]",-453.45,727.67,0.054904770633,35.8152173913,789,0.122732123799,616.5,92,575.47888443,1.13351720635,2,2
2160,4,6,5,3,1,1,1992,783,"[1986,779,1999,794]",135.07,366.42,0.0588645091916,75.3529933481,1503,0.110144300924,1204.75609756,110,1444.83433587,0.885990219868,2,14
2161,4,6,7,34,8,1,496,705,"[488,699,503,714]",-732.02,378.06,0.128512919738,149.657467532,1525,0.200846498351,1014.875,154,818.56703658,1.42264764581,6,7
2162,4,6,7,17,3,1,707,375,"[703,370,712,380]",-377.88,749.87,0.0357252369298,46.0205555556,1427,0.0692502510153,1242.16,72,1193.35450399,1.07946176199,1,1
2163,4,6,6,10,2,1,1707,2070,"[1705,2068,1713,2073]",-552.9,499.44,0.0266425057932,13.2436090226,562,0.0747320215389,483.842105263,35,455.390791153,1.09155855574,2,4
