Database Name	ODA
Database Location	http://localhost/ODA/OdaService.asmx
Evaluation Signature	dd183952-9029-4716-8ead-c19b6d1d375f
Plate Name	220602 ar jfx646 pcna mscarlet PACE MvR
Measurement	Measurement 1
Evaluation	Evaluation25

[Data]
Row	Column	Plane	Timepoint	Nuclei - Number of Objects	Clustered Nuclei w/o Border Round - Number of Objects	Clustered Nuclei w/o Border - Number of Objects	Spots AR - Number of Objects	coloc AR - Number of Objects	coloc AR - Relative Spot  Intensity - Mean per Well	coloc AR - Corrected Spot  Intensity - Mean per Well	coloc AR - Uncorrected Spot  Peak Intensity - Mean per Well	coloc AR - Spot Contrast - Mean per Well	coloc AR - Spot Background Intensity - Mean per Well	coloc AR - Spot Area [px²] - Mean per Well	coloc AR - Region Intensity - Mean per Well	coloc AR - Spot To Region Intensity - Mean per Well	Clustered Nuclei w/o Border Round Selected - Number of Objects	coloc PCNA - Number of Objects	coloc PCNA - Relative Spot Intensity - Mean per Well	coloc PCNA - Corrected Spot Intensity - Mean per Well	coloc PCNA - Uncorrected Spot Peak Intensity - Mean per Well	coloc PCNA - Spot Contrast - Mean per Well	coloc PCNA - Spot Background Intensity - Mean per Well	coloc PCNA - Spot Area [px²] - Mean per Well	coloc PCNA - Region Intensity - Mean per Well	coloc PCNA - Spot to Region Intensity - Mean per Well	Number of Analyzed Fields	Height [µm]	Time [s]	Temperature	Target Temperature	CO2	Target CO2	Compound	Concentration	Cell Type	Cell Count	
4	7	8	1	357	178	235	49	1	0.0280100334448	10.05	423	0.0962099125364	348.75	10	339.099277606	1.05809721133	38	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10	2.5	899.53	0	37	0	5					
4	8	1	1	101	69	73	453	3	0.0376569925143	35.7922172384	1122.33333333	0.0762747888603	958.785436229	78.3333333333	887.587615335	1.15479114444	22	4	0.117512835349	1684.63265466	16461.75	0.20803647451	9209.66321429	73	9671.39583333	1.1160267509	10	-1	899.356	0	37	0	5					
4	8	2	1	101	69	74	212	3	0.0259376514556	20.6826872737	863	0.0526007682503	777.369534948	40	681.673239848	1.17072546723	12	3	0.0641380568618	153.663194269	2830.33333333	0.114395145154	2250.21703297	73.3333333333	2352.38461538	1.02189081306	10	-0.5	899.356	0	37	0	5					
4	8	3	1	110	70	77	195	4	0.0331260596815	28.1706172452	945.75	0.0754984274618	812.519720706	57	773.421018578	1.08697632694	15	1	0.0829841033904	266.048059965	4064	0.160485643335	2939.96428571	81	3165.5	1.0127980874	10	0	899.356	0	37	0	5					
4	8	4	1	106	70	77	81	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10	0.50000000000000011	899.356	0	37	0	5					
4	8	5	1	106	72	79	49	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10	1	899.356	0	37	0	5					
4	8	6	1	108	71	79	20	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10	1.4999999999999998	899.356	0	37	0	5					
4	8	7	1	109	72	80	24	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10	2.0000000000000004	899.356	0	37	0	5					
4	8	8	1	112	66	77	28	1	0.0271154551177	28.1003584229	1168	0.0734197896457	1008.22222222	62	986.964646951	1.05000982948	18	4	0.066007459433	61.6983782398	1190.25	0.158151286896	855.725982906	69.75	948.7	0.967033162376	10	2.5	899.356	0	37	0	5					
4	5	1	2	384	227	254	164	2	0.0333341776742	21.0866499092	723.5	0.0785707845422	618.963133641	49	545.192408617	1.17398880365	73	1	0.0358183073553	29.6924342105	977	0.100051019511	799.28125	76	665.925925926	1.24484368597	10	-1	1801.664	0	37	0	5					
4	5	2	2	391	229	256	69	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	42	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10	-0.5	1801.664	0	37	0	5					
4	5	3	2	400	241	262	53	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	28	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10	0	1801.664	0	37	0	5					
4	5	4	2	401	235	261	36	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10	0.50000000000000011	1801.664	0	37	0	5					
4	5	5	2	394	235	264	32	1	0.0274249422633	11.875	481	0.0663710683109	421.125	30	417.017954269	1.03832459866	17	1	0.0349781090995	64.4945454545	2219	0.109955081583	1779.36	55	1779.46153846	1.03618679336	10	1	1801.664	0	37	0	5					
4	5	6	2	387	230	262	27	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	20	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10	1.4999999999999998	1801.664	0	37	0	5					
4	5	7	2	382	218	258	28	1	0.0471104048964	13.6837606838	340	0.102504053324	276.777777778	13	293.75661545	0.988782969249	24	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10	2.0000000000000004	1801.664	0	37	0	5					
4	5	8	2	375	204	252	60	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	41	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10	2.5	1801.664	0	37	0	5					
4	6	1	2	480	286	326	1185	14	0.0309786105027	13.6346786201	496.928571429	0.0744054935889	428.653300696	45.7857142857	394.070641674	1.11424369548	122	9	0.0733478950199	190.919352863	2929.11111111	0.136522070453	2180.62349919	72.6666666667	2450.83224553	1.00014089757	10	-1	1801.664	0	37	0	5					
