Database Name	ODA
Database Location	http://localhost/ODA/OdaService.asmx
Evaluation Signature	8fd0304e-39d0-4a3d-ab98-c9ca25b4879e
Plate Name	220616 ar jfx646 pcna mscarlet PACE GJK
Measurement	Measurement 1
Evaluation	Evaluation4

[Data]
Row	Column	Plane	Timepoint	Nuclei - Number of Objects	Nuclei Selected - Number of Objects	Number of Analyzed Fields	Height [µm]	Time [s]	Temperature	Target Temperature	CO2	Target CO2	Compound	Concentration	Cell Type	Cell Count	
3	9	4	6	216	27	11	-0.49999999999999989	5399.777	0	37	0	5					
3	9	5	6	217	30	11	0	5399.777	0	37	0	5					
3	9	6	6	217	30	11	0.49999999999999989	5399.777	0	37	0	5					
3	9	7	6														
3	9	8	6														
3	9	9	6														
3	4	1	7	234	28	11	-2	6301.6439999999993	0	37	0	5					
3	4	2	7	249	32	11	-1.5	6301.6439999999993	0	37	0	5					
3	4	3	7	252	36	11	-1	6301.6439999999993	0	37	0	5					
3	4	4	7	260	43	11	-0.49999999999999989	6301.6439999999993	0	37	0	5					
3	4	5	7	268	44	11	0	6301.6439999999993	0	37	0	5					
3	4	6	7	285	47	11	0.49999999999999989	6301.6439999999993	0	37	0	5					
3	4	7	7	283	66	11	1.0000000000000002	6301.6439999999993	0	37	0	5					
3	4	8	7	272	51	11	1.5	6301.6439999999993	0	37	0	5					
3	4	9	7	281	51	11	2	6301.6439999999993	0	37	0	5					
3	6	1	7	243	28	11	-2	6300.9929999999995	0	37	0	5					
3	6	2	7	242	39	11	-1.5	6300.9929999999995	0	37	0	5					
3	6	3	7	258	41	11	-1	6300.9929999999995	0	37	0	5					
3	6	4	7	295	54	11	-0.49999999999999989	6300.9929999999995	0	37	0	5					
3	6	5	7	314	66	11	0	6300.9929999999995	0	37	0	5					
3	6	6	7	333	70	11	0.49999999999999989	6300.9929999999995	0	37	0	5					
3	6	7	7	327	72	11	1.0000000000000002	6300.9929999999995	0	37	0	5					
3	6	8	7	314	63	11	1.5	6300.9929999999995	0	37	0	5					
3	6	9	7	300	59	11	2	6300.9929999999995	0	37	0	5					
3	8	1	7	171	19	11	-2	6301.21	0	37	0	5					
3	8	2	7	189	16	11	-1.5	6301.21	0	37	0	5					
3	8	3	7	187	28	11	-1	6301.21	0	37	0	5					
3	8	4	7	191	27	11	-0.49999999999999989	6301.21	0	37	0	5					
3	8	5	7	199	37	11	0	6301.21	0	37	0	5					
3	8	6	7	201	35	11	0.49999999999999989	6301.21	0	37	0	5					
3	8	7	7	197	33	11	1.0000000000000002	6301.21	0	37	0	5					
3	8	8	7	196	28	11	1.5	6301.21	0	37	0	5					
3	8	9	7	196	27	11	2	6301.21	0	37	0	5					
3	9	1	7	201	25	11	-2	6299.57	0	37	0	5					
3	9	2	7	212	29	11	-1.5	6299.57	0	37	0	5					
3	9	3	7	215	27	11	-1	6299.57	0	37	0	5					
3	9	4	7	216	29	11	-0.49999999999999989	6299.57	0	37	0	5					
3	9	5	7	222	25	11	0	6299.57	0	37	0	5					
3	9	6	7	220	37	11	0.49999999999999989	6299.57	0	37	0	5					
3	9	7	7														
3	9	8	7														
3	9	9	7														
3	4	1	8	247	39	11	-2	7202.08	0	37	0	5					
3	4	2	8	251	49	11	-1.5	7202.08	0	37	0	5					
3	4	3	8	268	50	11	-1	7202.08	0	37	0	5					
3	4	4	8	270	45	11	-0.49999999999999989	7202.08	0	37	0	5					
3	4	5	8	272	40	11	0	7202.08	0	37	0	5					
3	4	6	8	281	47	11	0.49999999999999989	7202.08	0	37	0	5					
3	4	7	8	267	45	11	1.0000000000000002	7202.08	0	37	0	5					
3	4	8	8	277	44	11	1.5	7202.08	0	37	0	5					
3	4	9	8	266	50	11	2	7202.08	0	37	0	5					
3	6	1	8	240	41	11	-2	7203.517	0	37	0	5					
3	6	2	8	243	33	11	-1.5	7203.517	0	37	0	5					
3	6	3	8	265	48	11	-1	7203.517	0	37	0	5					
3	6	4	8	291	43	11	-0.49999999999999989	7203.517	0	37	0	5					
3	6	5	8	298	53	11	0	7203.517	0	37	0	5					
3	6	6	8	308	50	11	0.49999999999999989	7203.517	0	37	0	5					
3	6	7	8	321	60	11	1.0000000000000002	7203.517	0	37	0	5					
3	6	8	8	317	67	11	1.5	7203.517	0	37	0	5					
3	6	9	8	291	56	11	2	7203.517	0	37	0	5					
3	8	1	8	173	24	11	-2	7205.013	0	37	0	5					
3	8	2	8	185	22	11	-1.5	7205.013	0	37	0	5					
3	8	3	8	188	34	11	-1	7205.013	0	37	0	5					
3	8	4	8	194	38	11	-0.49999999999999989	7205.013	0	37	0	5					
3	8	5	8	200	33	11	0	7205.013	0	37	0	5					
3	8	6	8	193	29	11	0.49999999999999989	7205.013	0	37	0	5					
3	8	7	8	191	29	11	1.0000000000000002	7205.013	0	37	0	5					
3	8	8	8	189	29	11	1.5	7205.013	0	37	0	5					
3	8	9	8	181	33	11	2	7205.013	0	37	0	5					
3	9	1	8	184	23	11	-2	7203.093	0	37	0	5					
3	9	2	8	207	27	11	-1.5	7203.093	0	37	0	5					
3	9	3	8	216	21	11	-1	7203.093	0	37	0	5					
3	9	4	8	228	29	11	-0.49999999999999989	7203.093	0	37	0	5					
3	9	5	8	219	31	11	0	7203.093	0	37	0	5					
3	9	6	8	219	24	11	0.49999999999999989	7203.093	0	37	0	5					
3	9	7	8														
3	9	8	8														
3	9	9	8														
3	4	1	9	236	37	11	-2	8101.5139999999992	0	37	0	5					
3	4	2	9	231	35	11	-1.5	8101.5139999999992	0	37	0	5					
3	4	3	9	257	30	11	-1	8101.5139999999992	0	37	0	5					
3	4	4	9	266	35	11	-0.49999999999999989	8101.5139999999992	0	37	0	5					
3	4	5	9	266	38	11	0	8101.5139999999992	0	37	0	5					
3	4	6	9	272	46	11	0.49999999999999989	8101.5139999999992	0	37	0	5					
3	4	7	9	267	54	11	1.0000000000000002	8101.5139999999992	0	37	0	5					
3	4	8	9	285	56	11	1.5	8101.5139999999992	0	37	0	5					
3	4	9	9	262	45	11	2	8101.5139999999992	0	37	0	5					
3	6	1	9	248	33	11	-2	8101.5329999999994	0	37	0	5					
3	6	2	9	267	45	11	-1.5	8101.5329999999994	0	37	0	5					
3	6	3	9	285	49	11	-1	8101.5329999999994	0	37	0	5					
3	6	4	9	294	46	11	-0.49999999999999989	8101.5329999999994	0	37	0	5					
3	6	5	9	324	59	11	0	8101.5329999999994	0	37	0	5					
3	6	6	9	307	51	11	0.49999999999999989	8101.5329999999994	0	37	0	5					
3	6	7	9	324	48	11	1.0000000000000002	8101.5329999999994	0	37	0	5					
3	6	8	9	312	58	11	1.5	8101.5329999999994	0	37	0	5					
3	6	9	9	308	64	11	2	8101.5329999999994	0	37	0	5					
3	8	1	9	166	23	11	-2	8102.0459999999994	0	37	0	5					
3	8	2	9	180	28	11	-1.5	8102.0459999999994	0	37	0	5					
3	8	3	9	184	27	11	-1	8102.0459999999994	0	37	0	5					
3	8	4	9	191	33	11	-0.49999999999999989	8102.0459999999994	0	37	0	5					
3	8	5	9	193	36	11	0	8102.0459999999994	0	37	0	5					
3	8	6	9	192	33	11	0.49999999999999989	8102.0459999999994	0	37	0	5					
3	8	7	9	195	32	11	1.0000000000000002	8102.0459999999994	0	37	0	5					
3	8	8	9	195	31	11	1.5	8102.0459999999994	0	37	0	5					
3	8	9	9	179	30	11	2	8102.0459999999994	0	37	0	5					
3	9	1	9	199	24	11	-2	8100.8269999999993	0	37	0	5					
3	9	2	9	202	25	11	-1.5	8100.8269999999993	0	37	0	5					
3	9	3	9	209	26	11	-1	8100.8269999999993	0	37	0	5					
3	9	4	9	214	16	11	-0.49999999999999989	8100.8269999999993	0	37	0	5					
3	9	5	9	220	30	11	0	8100.8269999999993	0	37	0	5					
3	9	6	9	234	43	11	0.49999999999999989	8100.8269999999993	0	37	0	5					
3	9	7	9														
3	9	8	9														
3	9	9	9														
3	4	1	10	236	36	11	-2	9001.947	0	37	0	5					
3	4	2	10	244	39	11	-1.5	9001.947	0	37	0	5					
3	4	3	10	249	29	11	-1	9001.947	0	37	0	5					
3	4	4	10	253	35	11	-0.49999999999999989	9001.947	0	37	0	5					
3	4	5	10	268	42	11	0	9001.947	0	37	0	5					
3	4	6	10	271	46	11	0.49999999999999989	9001.947	0	37	0	5					
3	4	7	10	281	58	11	1.0000000000000002	9001.947	0	37	0	5					
3	4	8	10	268	51	11	1.5	9001.947	0	37	0	5					
3	4	9	10	260	40	11	2	9001.947	0	37	0	5					
3	6	1	10	248	29	11	-2	9001.6369999999988	0	37	0	5					
3	6	2	10	262	39	11	-1.5	9001.6369999999988	0	37	0	5					
3	6	3	10	279	44	11	-1	9001.6369999999988	0	37	0	5					
3	6	4	10	305	40	11	-0.49999999999999989	9001.6369999999988	0	37	0	5					
3	6	5	10	318	59	11	0	9001.6369999999988	0	37	0	5					
3	6	6	10	312	62	11	0.49999999999999989	9001.6369999999988	0	37	0	5					
3	6	7	10	304	58	11	1.0000000000000002	9001.6369999999988	0	37	0	5					
3	6	8	10	296	56	11	1.5	9001.6369999999988	0	37	0	5					
3	6	9	10	288	45	11	2	9001.6369999999988	0	37	0	5					
3	8	1	10	159	16	11	-2	9002.15	0	37	0	5					
3	8	2	10	168	20	11	-1.5	9002.15	0	37	0	5					
3	8	3	10	178	23	11	-1	9002.15	0	37	0	5					
3	8	4	10	193	30	11	-0.49999999999999989	9002.15	0	37	0	5					
3	8	5	10	194	36	11	0	9002.15	0	37	0	5					
3	8	6	10	196	32	11	0.49999999999999989	9002.15	0	37	0	5					
3	8	7	10	199	31	11	1.0000000000000002	9002.15	0	37	0	5					
3	8	8	10	203	29	11	1.5	9002.15	0	37	0	5					
3	8	9	10	192	25	11	2	9002.15	0	37	0	5					
3	9	1	10	197	29	11	-2	9001.119999999999	0	37	0	5					
3	9	2	10	204	18	11	-1.5	9001.119999999999	0	37	0	5					
3	9	3	10	219	26	11	-1	9001.119999999999	0	37	0	5					
3	9	4	10	220	22	11	-0.49999999999999989	9001.119999999999	0	37	0	5					
3	9	5	10	218	25	11	0	9001.119999999999	0	37	0	5					
3	9	6	10	227	37	11	0.49999999999999989	9001.119999999999	0	37	0	5					
3	9	7	10														
3	9	8	10														
3	9	9	10														
3	4	1	11	230	38	11	-2	9902.38	0	37	0	5					
3	4	2	11	246	39	11	-1.5	9902.38	0	37	0	5					
3	4	3	11	246	29	11	-1	9902.38	0	37	0	5					
3	4	4	11	262	41	11	-0.49999999999999989	9902.38	0	37	0	5					
3	4	5	11	260	40	11	0	9902.38	0	37	0	5					
3	4	6	11	256	41	11	0.49999999999999989	9902.38	0	37	0	5					
3	4	7	11	264	37	11	1.0000000000000002	9902.38	0	37	0	5					
3	4	8	11	267	40	11	1.5	9902.38	0	37	0	5					
3	4	9	11	262	48	11	2	9902.38	0	37	0	5					
