,Row,Column,Plane,Timepoint,Field,Object No,X,Y,Bounding Box,Position X [µm],Position Y [µm],coloc AR - Relative Spot  Intensity,coloc AR - Corrected Spot  Intensity,coloc AR - Uncorrected Spot  Peak Intensity,coloc AR - Spot Contrast,coloc AR - Spot Background Intensity,coloc AR - Spot Area [px²],coloc AR - Region Intensity,coloc AR - Spot To Region Intensity,coloc AR - Object No in Clustered Nuclei w/o Border Round Selected,coloc AR - Object No in Spots AR,predicted_clc,cluster_id,cluster_size,nucleus_id
5238,5,8,7,5,8,1,923,290,"[918,286,929,295]",-668.91,439.5,0.0413002,53.3728,1417,0.0670417,1238.94,86,911.672,1.41752,1,29,1,78,12,17
5239,5,8,7,5,8,2,932,288,"[928,284,936,294]",-667.67,439.75,0.0436092,53.5232,1399,0.0875248,1173.81,71,911.672,1.34625,1,30,1,78,12,17
5279,5,8,5,35,11,3,1328,1598,"[1324,1592,1333,1602]",-609.14,-399.4,0.0873841,57.9627,800,0.13851,605.346,68,478.931,1.38498,15,38,1,74,8,8
5290,5,8,8,5,8,3,929,289,"[917,284,936,296]",-668.46,439.57,0.0852817,138.479,1883,0.11807,1485.3,180,1193.51,1.36051,1,24,1,78,12,17
5853,5,8,9,4,8,4,931,293,"[926,289,936,299]",-667.73,438.94,0.0695421,133.79,2202,0.103185,1790.08,75,1367.43,1.40692,1,31,1,78,12,17
5884,5,8,6,4,8,1,930,293,"[925,289,937,299]",-667.68,438.97,0.066782,51.5955,922,0.122337,721.0,89,572.838,1.34872,3,26,1,78,12,17
5982,5,8,6,6,8,3,920,281,"[916,278,924,287]",-669.35,440.68,0.0583764,60.1383,1188,0.100997,970.043,55,703.224,1.46494,2,33,1,78,12,17
6005,5,8,5,6,8,1,923,281,"[917,276,929,286]",-668.96,440.86,0.0916938,71.4526,934,0.137776,707.8,95,541.234,1.43977,3,16,1,78,12,17
6090,5,8,9,6,8,1,921,282,"[915,275,930,289]",-669.01,440.71,0.0947346,200.428,2538,0.13984,1915.26,171,1504.5,1.40624,1,18,1,78,12,17
6191,5,8,9,35,11,1,1333,1595,"[1324,1588,1337,1602]",-608.53,-399.2,0.103750149052,99.4380952381,1272,0.193805725012,859.0,105,667.453770771,1.43596176576,6,9,1,74,8,8
6521,5,8,7,4,8,4,930,292,"[925,289,933,297]",-668.03,439.1,0.0553969,59.5611,1260,0.107396,1015.61,53,767.745,1.40043,2,48,1,78,12,17
7024,5,8,8,4,8,3,930,294,"[925,290,936,299]",-667.79,438.93,0.0722049,103.303,1686,0.119004,1327.39,79,1027.57,1.39231,1,26,1,78,12,17
7354,5,8,8,35,11,1,1328,1585,"[1322,1580,1337,1592]",-608.94,-397.8,0.122995,125.254,1262,0.171167,893.116,162,652.98,1.55957,7,7,1,74,8,8
7355,5,8,8,35,11,2,1329,1597,"[1324,1592,1336,1602]",-608.81,-399.27,0.097883,108.086,1327,0.142414,996.152,101,652.98,1.69108,7,8,1,74,8,8
7417,5,8,6,35,11,1,1330,1583,"[1322,1579,1336,1589]",-609.01,-397.48,0.0958792,79.8621,1064,0.171108,753.083,110,559.554,1.48859,13,18,1,74,8,8
7418,5,8,6,35,11,2,1328,1598,"[1324,1593,1334,1602]",-608.96,-399.43,0.102878,87.0052,1090,0.179205,758.704,79,559.554,1.5114,13,19,1,74,8,8
7596,5,8,7,35,11,1,1327,1582,"[1321,1579,1332,1590]",-609.39,-397.47,0.0587467,54.372,1224,0.168406,871.161,75,616.462,1.50136,10,16,1,74,8,8
7597,5,8,7,35,11,2,1330,1596,"[1324,1592,1335,1602]",-608.93,-399.3,0.103871,107.73,1252,0.147876,929.419,94,616.462,1.68242,10,17,1,74,8,8
7704,5,8,8,6,8,1,923,282,"[916,276,931,288]",-668.87,440.79,0.100956,183.458,2269,0.162768,1633.76,121,1227.2,1.48079,1,18,1,78,12,17
7991,5,8,7,6,8,1,924,281,"[917,277,929,287]",-668.95,440.76,0.101758499998,143.428070175,1678,0.139919838772,1266.06666667,95,927.460792719,1.51973511755,1,22,1,78,12,17
