Distance_(pixels),Gray_Value
0,194
1,195
2,198
3,202
4,201
5,200
6,198
7,194
8,188
9,173
10,153
11,129
12,102
13,49
14,6
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,5
28,66
29,128
30,154
31,169
32,177
33,184
34,192
35,197
36,203
37,208
38,210
39,209
40,206
41,206
42,208
43,205
