,Row,Column,Plane,Timepoint,Field,Object No,X,Y,Bounding Box,Position X [µm],Position Y [µm],coloc AR - Relative Spot  Intensity,coloc AR - Corrected Spot  Intensity,coloc AR - Uncorrected Spot  Peak Intensity,coloc AR - Spot Contrast,coloc AR - Spot Background Intensity,coloc AR - Spot Area [px²],coloc AR - Region Intensity,coloc AR - Spot To Region Intensity,coloc AR - Object No in Clustered Nuclei w/o Border Round Selected,coloc AR - Object No in Spots AR,predicted_clc,cluster_id,cluster_size,nucleus_id
1322,4,6,3,64,8,1,1377,202,"[1373,198,1383,208]",-278.84,-1484.91,0.0496248,25.6511,585,0.087108,491.25,91,427.444,1.20929,2,6,1,0,54,0
1324,4,6,6,58,3,1,634,1637,"[627,1633,641,1642]",580.06,-405.39,0.0494555353902,34.0625,815,0.109079311078,654.6875,92,577.789308646,1.19204351776,9,13,1,122,10,37
1340,4,6,7,37,7,2,1043,2045,"[1034,2033,1052,2054]",-1297.05,-1757.08,0.310734,301.974,1384,0.347722,669.836,285,407.055,2.38742,6,15,1,121,9,36
1361,4,6,7,51,1,1,1736,1372,"[1731,1366,1741,1378]",-225.85,-366.12,0.0837969134572,78.991005291,1142,0.138778882589,863.657142857,108,644.777993173,1.46197320338,8,7,1,86,9,30
1366,4,6,1,59,8,1,251,1540,"[250,1539,253,1542]",-445.27,-1682.66,0.171185361973,82.7615384615,991,0.424157505209,400.7,13,409.460150604,1.18072915703,10,31,1,0,54,0
1371,4,6,6,61,8,2,251,1540,"[250,1538,252,1542]",-445.35,-1682.65,0.0476056,25.4646,997,0.323647,509.444,11,293.123,1.82486,10,12,1,100,2,13
1377,4,6,2,3,6,3,856,1101,"[853,1096,861,1108]",-1324.58,-972.11,0.0484285,25.6534,596,0.0835728,504.065,78,477.898,1.10843,3,23,1,0,54,0
1429,4,6,8,57,7,2,1123,1976,"[1119,1973,1125,1982]",-1285.3,-1747.3,0.0576855,48.6,1128,0.173838,793.9,42,495.472,1.7004,24,21,1,44,4,16
1430,4,6,8,57,7,3,1130,1977,"[1126,1972,1134,1982]",-1284.17,-1747.13,0.0947664,77.8873,1163,0.219717,744.0,71,495.472,1.6588,24,22,1,44,4,16
1443,4,6,5,57,3,3,644,1646,"[638,1642,647,1651]",581.34,-406.79,0.0485735,38.173,909,0.0973567,747.708,59,617.112,1.27348,10,23,1,122,10,37
1454,4,6,5,57,4,1,1206,1801,"[1201,1797,1210,1808]",664.48,-1075.59,0.0846155,56.3712,789,0.128083,609.833,88,547.182,1.21752,9,26,1,0,54,0
1463,4,6,4,58,3,2,639,1637,"[632,1631,647,1644]",580.69,-405.34,0.119325,103.602,1116,0.186834,764.634,165,622.853,1.39397,9,13,1,122,10,37
1470,4,6,3,61,9,1,1219,1981,"[1217,1980,1220,1983]",666.44,-1747.87,0.121676394293,45.4848484848,675,0.345514950166,328.333333333,11,282.141964649,1.32492939249,10,29,1,0,54,0
1508,4,6,2,0,7,3,1249,924,"[1239,920,1255,929]",-1266.79,-1591.57,0.0485504,35.2957,847,0.100933,691.694,101,621.859,1.16906,4,95,1,0,54,0
1509,4,6,2,0,7,4,1239,951,"[1234,947,1244,956]",-1267.94,-1595.73,0.0326144,24.7485,841,0.0678863,734.074,62,621.859,1.22025,4,98,1,0,54,0
1531,4,6,8,59,4,2,109,1905,"[104,1899,116,1913]",502.43,-1090.88,0.0772816,27.0741,424,0.134818,323.256,118,262.005,1.33711,13,9,1,0,54,0
1582,4,6,8,27,7,1,1031,2021,"[1025,2012,1039,2029]",-1298.66,-1753.73,0.0617474014208,43.4283007869,866,0.135072576934,659.893617021,146,395.495230769,1.77833223536,7,5,1,110,2,18
1592,4,6,8,36,7,1,1032,2027,"[1027,2023,1040,2034]",-1298.46,-1754.84,0.0846664,68.9928,1066,0.176675,745.886,107,405.086,2.01162,6,13,1,121,9,36
1593,4,6,8,36,7,2,1030,2035,"[1027,2031,1038,2040]",-1298.63,-1755.9,0.054048,48.3421,1069,0.116398,846.088,79,405.086,2.208,6,14,1,121,9,36
1594,4,6,8,36,7,3,1034,2045,"[1028,2039,1040,2051]",-1298.38,-1757.27,0.129599,109.443,1052,0.177374,735.027,132,405.086,2.08467,6,15,1,121,9,36
1609,4,6,3,57,3,1,641,1645,"[635,1641,648,1651]",581.05,-406.76,0.0895572089769,59.1009988901,800,0.142185269169,600.823529412,106,538.375974415,1.22576890438,9,27,1,122,10,37
